,prop,subevent,role,causation,hp,metric,corr,pval,exp_count,method,td
279,1,0,0,1,mode_numeric,H@10,-0.21053129955480276,0.0008289046128249726,249,ULTRA,simple-triple
280,1,0,1,0,ckpt_nb,MRR,0.2645751311064591,0.5265857963437963,8,ULTRA,simple-triple
281,1,0,1,0,ckpt_nb,H@1,0.2645751311064591,0.5265857963437963,8,ULTRA,simple-triple
282,1,0,1,0,ckpt_nb,H@3,0.39056328877620144,0.33875642171335446,8,ULTRA,simple-triple
283,1,0,1,0,ckpt_nb,H@10,0.2645751311064591,0.5265857963437963,8,ULTRA,simple-triple
284,1,0,1,0,train_batch_per_epoch,MRR,,,8,ULTRA,simple-triple
285,1,0,1,0,train_batch_per_epoch,H@1,,,8,ULTRA,simple-triple
286,1,0,1,0,train_batch_per_epoch,H@3,,,8,ULTRA,simple-triple
287,1,0,1,0,train_batch_per_epoch,H@10,,,8,ULTRA,simple-triple
288,1,0,1,0,train_batch_size,MRR,,,8,ULTRA,simple-triple
289,1,0,1,0,train_batch_size,H@1,,,8,ULTRA,simple-triple
290,1,0,1,0,train_batch_size,H@3,,,8,ULTRA,simple-triple
